Voter_ID,Name,Age,DOB,Gender,City,State,Address,Aadhar
2608,Ameet More,43,1983-12-14,Female,Ratnagiri,Maharashtra,"House 479, Gandhi Chowk, Nashik, Maharashtra - 411001",4245-6313-4893
2064,Rohul Moray,36,1990-03-12,Female,Pune,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9797-9999-6615
1000,Snehaa Sharma,41,1985-06-19,Male,Ratnagiri,Maharashtra,"House 217, Gandhi Chowk, Nashik, Maharashtra - 400001",7257-3056-6926
1237,Rahul Kulkarnee,19,2007-02-26,Female,Ratnagiri,Maharashtra,"House 213, Gandhi Chowk, Pune, Maharashtra - 422001",8615-5103-6506
2152,Karran Sharma,38,1988-04-02,Male,Pune,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",7485-7791-7603
3068,aaaa,-5,1978-06-24,Female,Mumbai,Maharashtra,"House 237, Station Road, Pune, Maharashtra - 422001",6288-1583-7984
2646,Pooja Yadab,25,2001-04-04,Male,Ratnagiri,Maharashtra,"House 40, Laxmi Colony, Nagpur, Maharashtra - 400001",6180-9602-4257
2008,Karan Joshi,34,1992-01-28,Male,Ratnagiri,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4579-2907-8132
2724,Rohul Moray,66,1960-10-06,Male,Ratnagiri,Maharashtra,"House 272, Laxmi Colony, Nagpur, Maharashtra - 422001",4270-2277-9670
1316,Raahul Sharma,75,1951-12-08,Female,Mumbai,Maharashtra,"House 19, Station Road, Mumbai, Maharashtra - 411001",2057-6939-2114
2099,Amit Patill,44,1982-10-03,Female,Ratnagiri,Maharashtra,"House 62, Gandhi Chowk, Mumbai, Maharashtra - 411001",2615-7315-5272
2296,Anjli Sarma,58,1968-10-23,Male,Mumbai,Maharashtra,"House 162, MG Road, Nashik, Maharashtra - 422001",8205-4646-2997
1761,Karran More,23,2003-03-04,Female,Ratnagiri,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5507-2402-4990
2670,Karan Yadab,74,1952-01-13,Female,Mumbai,Maharashtra,"House 361, Tilak Nagar, Pune, Maharashtra - 422001",8568-7111-1756
1465,Anjaly Kulkarni,72,1954-08-17,Male,Mumbai,Maharashtra,"House 299, Gandhi Chowk, Pune, Maharashtra - 400001",2479-5036-7827
1448,Raahul Kulkarnee,65,1961-05-18,Female,Nagpur,Maharashtra,"House 146, MG Road, Nagpur, Maharashtra - 422001",7462-5241-9278
1182,Pooja Josi,37,1989-09-26,Female,Ratnagiri,Maharashtra,"House 467, Tilak Nagar, Mumbai, Maharashtra - 440001",7364-1960-5498
1626,Puja Yadava,45,1981-11-25,Female,Mumbai,Maharashtra,"House 409, Tilak Nagar, Mumbai, Maharashtra - 440001",9223-9094-6695
1069,Karan Yadav,53,1973-11-26,Female,Ratnagiri,Maharashtra,"House 468, Station Road, Nagpur, Maharashtra - 440001",6055-7374-5436
2171,Anjaly Moore,63,1963-12-08,Female,Pune,Maharashtra,"House 241, Tilak Nagar, Mumbai, Maharashtra - 411001",5379-2413-2109
2981,anjli kulkarnee,33,1993-02-05,Male,Mumbai,Maharashtra,"House 411, MG Road, Nashik, Maharashtra - 422001",6430-9554-2490
2513,Poojaa More,59,1967-01-20,Female,Ratnagiri,Maharashtra,"House 181, Station Road, Mumbai, Maharashtra - 440001",6773-7625-4194
1460,Raahul Patill,42,1984-06-28,Male,Nagpur,Maharashtra,"House 27, Gandhi Chowk, Mumbai, Maharashtra - 411001",7511-6850-6923
1986,Anjali Joshy,20,2006-03-21,Female,Pune,Maharashtra,"House 342, Gandhi Chowk, Mumbai, Maharashtra - 411001",6492-9433-4219
1833,Snehaa Yadab,68,1958-03-04,Male,Pune,Maharashtra,"House 422, Gandhi Chowk, Pune, Maharashtra - 400001",2189-5014-5169
1229,Anjali Patill,66,1960-09-16,Male,Ratnagiri,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",1098-5441-8746
2839,Poojaa Joshi,67,1959-02-26,Female,Pune,Maharashtra,"House 471, Gandhi Chowk, Nagpur, Maharashtra - 411001",1631-9788-9049
1517,Puja Josi,66,1960-06-11,Male,Nagpur,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6550-2090-9321
2204,Kiran Kulkarnee,51,1975-06-04,Male,Ratnagiri,Maharashtra,"House 425, Laxmi Colony, Nagpur, Maharashtra - 440001",1193-4521-2469
2055,Puja Kulkarni,36,1990-11-26,Female,Ratnagiri,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6447-5203-2834
1258,Anjali Patill,30,1971-09-10,Female,Ratnagiri,Maharashtra,"House 416, Shivaji Nagar, Nagpur, Maharashtra - 440001",8449-7238-8991
3019,???,150,1950-02-22,Male,Mumbai,Maharashtra,"House 290, Station Road, Pune, Maharashtra - 422001",7243-6970-6911
1759,Snehaa Kulkarni,40,1986-10-26,Male,Mumbai,Maharashtra,"House 55, Gandhi Chowk, Pune, Maharashtra - 422001",6887-2177-5425
3147,aaaa,0,1981-06-13,Female,Pune,Maharashtra,"House 4, Gandhi Chowk, Mumbai, Maharashtra - 411001",3367-6319-6891
1171,Pooja Josi,23,2003-07-09,Male,Ratnagiri,Maharashtra,"House 390, Shivaji Nagar, Pune, Maharashtra - 440001",2411-1738-8676
1628,Raahul Kulkarnee,56,1970-06-26,Male,Nagpur,Maharashtra,"House 159, Laxmi Colony, Nashik, Maharashtra - 411001",3115-8124-9858
2940,Puja Joshy,72,1954-11-05,Female,Pune,Maharashtra,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",2265-3137-3122
2224,Amith Patil,32,1994-05-22,Male,Ratnagiri,Maharashtra,"House 33, Shivaji Nagar, Pune, Maharashtra - 422001",4553-3440-3818
2434,Anjli Kulkarnee,56,1970-10-25,Female,Ratnagiri,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6937-2330-8044
2356,Anjaly Joshy,62,1964-08-13,Female,Nagpur,Maharashtra,"House 173, Laxmi Colony, Nagpur, Maharashtra - 422001",9529-3671-7768
1945,Amith Yadab,66,1960-08-09,Female,Mumbai,Maharashtra,"House 478, Gandhi Chowk, Mumbai, Maharashtra - 440001",5645-5155-5848
2108,Puja Sharmma,26,2000-08-08,Female,Pune,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",8665-2134-5988
1276,Anjali Patill,27,1999-08-02,Female,Ratnagiri,Maharashtra,"House 350, Tilak Nagar, Pune, Maharashtra - 400001",8262-4229-5197
2450,Karan Patill,31,1995-10-28,Female,Nagpur,Maharashtra,"House 63, Tilak Nagar, Mumbai, Maharashtra - 440001",2738-9644-3282
1067,Ameet Joshi,46,1952-12-29,Female,Ratnagiri,Maharashtra,"House 342, Gandhi Chowk, Nagpur, Maharashtra - 440001",8415-7186-2509
1459,Ameet Sharmma,35,1991-03-09,Male,Nagpur,Maharashtra,"House 68, Laxmi Colony, Nashik, Maharashtra - 422001",7766-3002-5693
1061,Amit Patill,48,1978-09-25,Female,Ratnagiri,Maharashtra,"House 288, Tilak Nagar, Nagpur, Maharashtra - 422001",8317-1581-9796
2869,Sneha Sharma,44,1982-01-12,Female,Pune,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",6767-2991-8956
1879,Anjali Kulkarni,47,1979-04-14,Male,Ratnagiri,Maharashtra,"House 313, Station Road, Mumbai, Maharashtra - 400001",7185-8155-8264
3126,,0,1977-01-27,Female,Pune,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",2885-7875-7608
1266,Anjali Patill,43,1983-02-19,Female,Ratnagiri,Maharashtra,"House 296, MG Road, Pune, Maharashtra - 411001",5236-8230-2835
2257,Kiran Patill,71,1988-07-24,Male,Nagpur,Maharashtra,"House 24, MG Road, Pune, Maharashtra - 411001",6233-9099-8587
2239,Amith Yadab,48,1978-07-08,Male,Nagpur,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5625-5295-7734
1358,Ameet Joshy,33,1993-10-09,Female,Ratnagiri,Maharashtra,"House 296, MG Road, Nagpur, Maharashtra - 400001",1926-3880-1334
1541,Anjaly Patil,33,1993-10-17,Female,Nagpur,Maharashtra,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5801-3905-9938
2189,Amit Moore,25,2001-11-26,Female,Mumbai,Maharashtra,"House 243, Shivaji Nagar, Mumbai, Maharashtra - 411001",3354-8355-7632
1680,Pooja Moore,31,1995-01-26,Female,Pune,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2647-3535-6741
2294,Anjaly Yadava,67,1959-12-17,Male,Ratnagiri,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8622-4260-5720
3153,karran joshy,40,1986-10-10,Female,Ratnagiri,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",4888-3752-9407
2237,Raahul Sharmma,74,1952-06-01,Male,Pune,Maharashtra,"House 120, Station Road, Pune, Maharashtra - 400001",6511-4432-6886
1023,Poojaa Yadava,53,1973-03-01,Male,Ratnagiri,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2172-8987-8803
1581,Anjaly Yadav,51,1975-02-23,Male,Mumbai,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6128-5112-7528
2514,Rahul Sharmma,68,1958-09-05,Female,Ratnagiri,Maharashtra,"House 163, Station Road, Nagpur, Maharashtra - 422001",1124-5279-9073
2090,Anjli Sharma,37,1989-07-03,Male,Pune,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",8333-3217-6260
1264,Sneha Joshi,65,1961-10-20,Female,Ratnagiri,Maharashtra,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",3013-3828-3960
2173,Amit More,72,1954-09-17,Male,Nagpur,Maharashtra,"House 130, Laxmi Colony, Pune, Maharashtra - 440001",8381-5837-1105
1872,Amit Sarma,18,2008-12-03,Male,Pune,Maharashtra,"House 58, Laxmi Colony, Nagpur, Maharashtra - 422001",8349-7109-1199
2085,Karran Sharma,47,1979-06-13,Male,Pune,Maharashtra,"House 435, MG Road, Mumbai, Maharashtra - 400001",7949-7321-8291
1913,Pooja Kulkarnee,47,1979-02-18,Female,Nagpur,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9653-8251-8235
2857,Raahul Pateel,71,1955-04-01,Female,Ratnagiri,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5041-9970-4958
3008,KARAN SHARMMA,55,1971-09-01,Female,Pune,Maharashtra,"House 366, Shivaji Nagar, Nagpur, Maharashtra - 411001",9136-7822-9543
1158,Pooja Sharmma,65,1961-01-13,Female,Ratnagiri,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",6008-1312-7869
1116,Ameet Kulkarnee,65,1961-02-28,Female,Ratnagiri,Maharashtra,"House 120, Tilak Nagar, Mumbai, Maharashtra - 440001",6772-6478-7293
1515,Sneha Yadav,36,1990-10-26,Male,Nagpur,Maharashtra,"House 468, Station Road, Nagpur, Maharashtra - 440001",6236-6790-1495
1252,Pooja Moray,74,1952-07-24,Female,Ratnagiri,Maharashtra,"House 101, Shivaji Nagar, Pune, Maharashtra - 411001",9275-9047-3866
1149,Amit Sharmma,29,1997-10-16,Male,Ratnagiri,Maharashtra,"House 1, Gandhi Chowk, Mumbai, Maharashtra - 411001",8849-1771-1366
2921,Snea Moray,34,1992-05-25,Female,Ratnagiri,Maharashtra,"House 95, Station Road, Nashik, Maharashtra - 411001",5378-3436-5728
2523,Pooja Moore,70,1956-12-21,Female,Nagpur,Maharashtra,"House 429, Tilak Nagar, Mumbai, Maharashtra - 440001",6406-7640-1412
1765,Anjli Yadav,65,1961-03-06,Male,Nagpur,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6783-9812-3635
2744,Amit Kulkarni,69,1957-11-18,Male,Nagpur,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2265-7947-6104
1148,Karran Yadab,68,1958-11-16,Female,Ratnagiri,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8902-3368-7659
3095,KARAN MORE,31,1995-01-01,Female,Nagpur,Maharashtra,"House 140, Tilak Nagar, Pune, Maharashtra - 400001",3408-8624-2605
1864,Poojaa Josi,25,2001-09-02,Female,Ratnagiri,Maharashtra,"House 316, Station Road, Nagpur, Maharashtra - 440001",8554-1328-4313
2301,Ameet More,80,1946-01-12,Male,Nagpur,Maharashtra,"House 107, Laxmi Colony, Mumbai, Maharashtra - 400001",9326-5822-3424
1850,Rohul Yadav,43,1983-02-07,Male,Mumbai,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",5858-3258-4881
1538,Raahul Yadav,74,1952-03-23,Female,Mumbai,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9340-8473-7271
2174,Karran Josi,23,2003-04-14,Male,Pune,Maharashtra,"House 99, Gandhi Chowk, Nashik, Maharashtra - 411001",1949-9226-4768
1589,Rahul Joshi,46,1980-02-20,Female,Pune,Maharashtra,"House 474, Gandhi Chowk, Mumbai, Maharashtra - 400001",5516-2814-6954
1341,Amith Moore,49,1977-10-22,Female,Nagpur,Maharashtra,"House 323, Gandhi Chowk, Nagpur, Maharashtra - 440001",9030-3315-1049
2268,Pooja Yadav,37,1989-09-17,Male,Pune,Maharashtra,"House 319, Station Road, Mumbai, Maharashtra - 422001",3006-2979-7998
3076,???,0,1974-04-18,Male,Pune,Maharashtra,"House 176, Shivaji Nagar, Nashik, Maharashtra - 422001",3682-9946-9981
2416,Karan Patill,38,1988-04-22,Male,Nagpur,Maharashtra,"House 386, Shivaji Nagar, Nagpur, Maharashtra - 411001",4209-2869-6936
2350,Amith Yadav,55,1971-05-17,Female,Pune,Maharashtra,"House 12, Shivaji Nagar, Nashik, Maharashtra - 440001",9111-4113-9062
2184,Snehaa Moray,62,1964-06-02,Male,Nagpur,Maharashtra,"House 127, Gandhi Chowk, Nagpur, Maharashtra - 400001",6595-9346-2094
2380,Raahul Sharmma,53,1973-04-26,Male,Pune,Maharashtra,"House 478, Tilak Nagar, Mumbai, Maharashtra - 411001",4043-3067-7749
1438,Karan Yadava,80,1946-11-25,Male,Pune,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",5568-3095-4345
1922,Poojaa Joshy,78,1948-12-13,Male,Ratnagiri,Maharashtra,"House 426, Gandhi Chowk, Nagpur, Maharashtra - 400001",7902-9967-2975
2362,Raahul Kulkarni,77,1949-12-28,Male,Nagpur,Maharashtra,"House 219, MG Road, Nashik, Maharashtra - 411001",3653-6998-7833
1090,Amit Sharma,18,2008-09-21,Female,Ratnagiri,Maharashtra,"House 329, Gandhi Chowk, Nagpur, Maharashtra - 440001",8094-9140-6019
2604,Anjli Joshy,50,1976-06-25,Female,Ratnagiri,Maharashtra,"House 261, Station Road, Pune, Maharashtra - 422001",7616-5314-4953
3017,KARRAN SHARMA,24,2002-07-26,Male,Pune,Maharashtra,"House 210, Shivaji Nagar, Pune, Maharashtra - 400001",8131-7237-1607
1720,Karran Kulkarni,39,1987-07-19,Male,Pune,Maharashtra,"House 20, Tilak Nagar, Mumbai, Maharashtra - 422001",5798-9811-9046
2435,Amit Joshi,43,1988-07-16,Female,Pune,Maharashtra,"House 94, Gandhi Chowk, Nashik, Maharashtra - 400001",6240-7595-7957
2564,Anjli Sharmma,21,2005-07-19,Male,Mumbai,Maharashtra,"House 486, Gandhi Chowk, Nagpur, Maharashtra - 411001",6017-9261-1597
1504,Rohul Moray,43,1983-04-12,Female,Ratnagiri,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",4346-2524-8848
2489,Rahul Patill,30,1996-07-13,Male,Ratnagiri,Maharashtra,"House 54, MG Road, Nagpur, Maharashtra - 422001",9877-2322-1021
1958,Anjli Patill,66,1960-06-25,Male,Ratnagiri,Maharashtra,"House 316, Shivaji Nagar, Nagpur, Maharashtra - 411001",1196-4552-6144
3131,bbbb,0,1994-03-01,Female,Mumbai,Maharashtra,"House 65, Tilak Nagar, Pune, Maharashtra - 411001",1217-3547-7425
2704,Puja Joshy,36,1990-11-01,Male,Nagpur,Maharashtra,"House 56, Station Road, Nashik, Maharashtra - 400001",8001-8314-3852
1745,Anjali Joshi,50,1976-03-11,Male,Nagpur,Maharashtra,"House 297, Tilak Nagar, Nashik, Maharashtra - 440001",5511-2675-6240
1942,Kiran Sharmma,27,1999-07-04,Female,Mumbai,Maharashtra,"House 214, Laxmi Colony, Nagpur, Maharashtra - 422001",9724-1569-7510
2547,Karan Joshy,36,1990-03-08,Female,Nagpur,Maharashtra,"House 368, Gandhi Chowk, Nagpur, Maharashtra - 411001",7539-6648-9542
2560,Karan Patill,28,1998-06-05,Male,Ratnagiri,Maharashtra,"House 207, MG Road, Pune, Maharashtra - 400001",1444-8490-7026
3036,abc,0,1978-08-06,Female,Mumbai,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",1216-7249-1145
2938,Sneha Moore,20,2006-09-20,Male,Pune,Maharashtra,"House 412, Gandhi Chowk, Pune, Maharashtra - 440001",3683-9722-1359
2197,Kiran Kulkarnee,28,1998-05-14,Male,Pune,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4259-7353-2149
2286,Ameet Kulkarni,57,1994-12-04,Male,Pune,Maharashtra,"House 144, Gandhi Chowk, Nashik, Maharashtra - 400001",8977-3405-1288
1919,Kiran Kulkarni,32,1994-03-20,Female,Mumbai,Maharashtra,"House 330, Shivaji Nagar, Mumbai, Maharashtra - 440001",4139-2153-1048
1394,Karan Yadava,73,1953-02-01,Male,Pune,Maharashtra,"House 148, Laxmi Colony, Mumbai, Maharashtra - 400001",2185-4024-5013
1231,Anjali Moray,51,1975-05-15,Female,Ratnagiri,Maharashtra,"House 274, Tilak Nagar, Nagpur, Maharashtra - 400001",5372-2670-3081
2191,Snea Kulkarnee,46,1980-08-20,Male,Ratnagiri,Maharashtra,"House 291, Gandhi Chowk, Mumbai, Maharashtra - 440001",2294-1871-6983
2831,Anjali Josi,73,1953-10-12,Female,Pune,Maharashtra,"House 468, Station Road, Nagpur, Maharashtra - 440001",2978-4658-5053
2676,Ameet Joshi,25,2001-05-05,Male,Pune,Maharashtra,"House 61, Laxmi Colony, Mumbai, Maharashtra - 440001",5154-4010-8284
2021,Amit Sarma,78,1948-02-19,Male,Mumbai,Maharashtra,"House 56, MG Road, Mumbai, Maharashtra - 422001",7491-6847-8959
2754,Snea Joshy,72,1954-09-24,Male,Nagpur,Maharashtra,"House 79, Station Road, Nagpur, Maharashtra - 440001",4911-6603-9322
1038,Raahul Moore,53,1973-04-26,Male,Ratnagiri,Maharashtra,"House 40, Shivaji Nagar, Mumbai, Maharashtra - 411001",1638-2974-5845
1994,Anjli Kulkarni,26,2000-06-11,Female,Mumbai,Maharashtra,"House 371, MG Road, Nashik, Maharashtra - 440001",7424-6958-8407
2930,Amit Sharma,80,1946-09-10,Female,Mumbai,Maharashtra,"House 490, Tilak Nagar, Mumbai, Maharashtra - 400001",3391-2864-9659
2586,Anjali Patill,24,2002-08-03,Female,Nagpur,Maharashtra,"House 259, MG Road, Mumbai, Maharashtra - 422001",6391-7969-4534
1299,Snehaa Moore,38,1988-11-20,Female,Nagpur,Maharashtra,"House 1, Gandhi Chowk, Nashik, Maharashtra - 400001",1324-4684-1533
2313,Karran Yadav,40,1986-03-09,Male,Ratnagiri,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",9013-9046-5536
1268,Anjli Sarma,43,1983-09-05,Male,Ratnagiri,Maharashtra,"House 318, Laxmi Colony, Mumbai, Maharashtra - 400001",1704-2629-7912
2163,Kiran Patill,28,1998-04-10,Male,Pune,Maharashtra,"House 338, Station Road, Nagpur, Maharashtra - 411001",4551-1482-6659
2039,Pooja Josi,73,1953-11-10,Male,Ratnagiri,Maharashtra,"House 254, Tilak Nagar, Mumbai, Maharashtra - 422001",7246-2624-6728
2548,Ameet Joshi,79,1947-03-15,Female,Pune,Maharashtra,"House 389, Laxmi Colony, Nagpur, Maharashtra - 440001",4989-6979-7648
2838,Amit Yadava,77,1949-04-19,Male,Ratnagiri,Maharashtra,"House 208, Station Road, Mumbai, Maharashtra - 411001",4204-3730-7480
2574,Rohul Kulkarni,31,1995-04-17,Female,Nagpur,Maharashtra,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5613-4392-8160
2840,Karran Sarma,26,2000-08-10,Female,Ratnagiri,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",7266-1599-6039
2919,Rahul Pateel,58,1968-03-12,Male,Nagpur,Maharashtra,"House 70, Gandhi Chowk, Nashik, Maharashtra - 411001",8363-5021-7918
1282,Sneha Sharma,72,1954-10-27,Female,Ratnagiri,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2399-8185-8537
3026,,150,1970-07-07,Female,Mumbai,Maharashtra,"House 460, Tilak Nagar, Mumbai, Maharashtra - 422001",2563-4342-3063
1673,Ameet Pateel,38,1988-09-05,Female,Pune,Maharashtra,"House 216, Shivaji Nagar, Nashik, Maharashtra - 400001",7683-4181-5440
1437,Anjaly Patil,52,1974-09-15,Female,Pune,Maharashtra,"House 295, Station Road, Nagpur, Maharashtra - 422001",8683-3940-4295
2596,Anjali Yadava,33,1993-07-24,Male,Mumbai,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",8209-8310-4860
1178,Anjaly More,65,1961-09-16,Male,Ratnagiri,Maharashtra,"House 370, MG Road, Pune, Maharashtra - 400001",8906-8207-3243
2006,Anjaly Yadav,47,1979-07-23,Female,Pune,Maharashtra,"House 260, Tilak Nagar, Pune, Maharashtra - 440001",7587-2202-6354
3062,unknown,0,1968-07-02,Female,Pune,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",7169-8816-8908
3059,SNEA KULKARNEE,61,1965-05-08,Male,Mumbai,Maharashtra,"House 468, Station Road, Nagpur, Maharashtra - 440001",4342-6910-8437
1007,Poojaa Yadava,46,1980-10-05,Male,Ratnagiri,Maharashtra,"House 61, Tilak Nagar, Nashik, Maharashtra - 422001",6598-6189-7643
1333,Ameet Josi,30,1996-10-03,Female,Ratnagiri,Maharashtra,"House 33, Station Road, Mumbai, Maharashtra - 400001",6953-8801-6079
2092,Rahul Kulkarnee,69,1957-10-20,Female,Nagpur,Maharashtra,"House 498, Tilak Nagar, Mumbai, Maharashtra - 411001",2980-5656-1249
1014,Poojaa Yadava,77,1949-12-09,Female,Ratnagiri,Maharashtra,"House 141, Station Road, Mumbai, Maharashtra - 411001",3496-6651-5334
1967,Anjli Sharmma,23,2003-08-07,Male,Ratnagiri,Maharashtra,"House 419, Tilak Nagar, Nagpur, Maharashtra - 422001",4503-4520-5007
2566,Pooja Sarma,32,1994-02-28,Male,Mumbai,Maharashtra,"House 341, MG Road, Nagpur, Maharashtra - 422001",5859-2943-9066
3031,,0,1965-10-25,Female,Nagpur,Maharashtra,"House 20, Gandhi Chowk, Mumbai, Maharashtra - 440001",2218-1799-1834
2986,aaaa,-5,1983-04-22,Male,Nagpur,Maharashtra,"House 375, Shivaji Nagar, Mumbai, Maharashtra - 422001",4395-4130-3672
3107,,-5,1963-06-07,Male,Ratnagiri,Maharashtra,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2072-5649-3917
2089,Ameet More,24,2002-05-25,Female,Ratnagiri,Maharashtra,"House 288, Gandhi Chowk, Pune, Maharashtra - 400001",3273-7429-8658
1353,Anjaly Pateel,21,2005-08-22,Male,Ratnagiri,Maharashtra,"House 404, Station Road, Nashik, Maharashtra - 411001",5610-1532-2479
1566,Snehaa Sarma,69,1957-07-15,Male,Nagpur,Maharashtra,"House 171, MG Road, Nashik, Maharashtra - 440001",8355-5979-6627
2553,Rahul Sharmma,61,1965-04-14,Male,Mumbai,Maharashtra,"House 99, Station Road, Nagpur, Maharashtra - 422001",9259-1020-4040
1439,Rohul Kulkarni,62,1964-05-14,Male,Nagpur,Maharashtra,"House 47, Laxmi Colony, Pune, Maharashtra - 400001",4691-3706-2061
2662,Snehaa Joshi,19,2007-06-23,Male,Nagpur,Maharashtra,"House 217, Tilak Nagar, Pune, Maharashtra - 422001",2715-8981-4355
2810,Ameet Yadava,74,1952-06-13,Female,Ratnagiri,Maharashtra,"House 146, Tilak Nagar, Mumbai, Maharashtra - 400001",1282-6656-1220
3111,kiran patil,62,1964-07-20,Female,Nagpur,Maharashtra,"House 373, Gandhi Chowk, Nashik, Maharashtra - 400001",8219-2281-2157
2142,Rahul Patil,34,1992-05-11,Female,Mumbai,Maharashtra,"House 77, Station Road, Pune, Maharashtra - 411001",1318-4076-9551
1198,Amit Moray,26,2000-12-24,Male,Ratnagiri,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",8527-5635-3040
2637,Rahul Joshy,45,1981-12-14,Female,Mumbai,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",6970-5937-8768
1241,Anjali Patill,58,1968-03-14,Female,Ratnagiri,Maharashtra,"House 290, MG Road, Nagpur, Maharashtra - 422001",8101-2805-9191
1419,Poojaa Moray,69,1957-03-17,Female,Mumbai,Maharashtra,"House 291, Tilak Nagar, Mumbai, Maharashtra - 400001",9381-7331-7397
2097,Kiran Yadab,56,1970-08-12,Female,Pune,Maharashtra,"House 2, Shivaji Nagar, Nagpur, Maharashtra - 440001",7940-1321-7175
2467,Raahul Yadab,66,1960-09-09,Female,Nagpur,Maharashtra,"House 194, Shivaji Nagar, Mumbai, Maharashtra - 400001",9036-9095-1162
1503,Rohul Yadav,22,2004-05-15,Male,Mumbai,Maharashtra,"House 368, Laxmi Colony, Mumbai, Maharashtra - 400001",8351-5553-8418
1108,Sneha Kulkarnee,38,1988-10-22,Female,Ratnagiri,Maharashtra,"House 294, MG Road, Mumbai, Maharashtra - 411001",1743-3927-1753
2122,Amit Moray,76,1950-06-13,Male,Pune,Maharashtra,"House 230, Shivaji Nagar, Pune, Maharashtra - 422001",5336-2534-2879
1543,Anjaly Patil,78,1948-12-03,Male,Ratnagiri,Maharashtra,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5956-3933-5093
2275,Ameet Yadab,41,1985-10-21,Male,Nagpur,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5859-2458-9605
1698,Snehaa Joshy,18,2008-10-21,Male,Mumbai,Maharashtra,"House 149, MG Road, Nashik, Maharashtra - 411001",2651-6566-3503
1120,Amit Yadav,47,1979-01-04,Female,Ratnagiri,Maharashtra,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",2841-9847-2988
1887,Ameet Joshi,67,1959-05-12,Female,Mumbai,Maharashtra,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2361-6216-9861
2345,Snehaa Kulkarnee,25,2001-10-13,Female,Ratnagiri,Maharashtra,"House 155, Shivaji Nagar, Mumbai, Maharashtra - 422001",6524-1152-2367
2182,Anjali Sarma,24,2002-05-08,Male,Mumbai,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",7525-3166-9861
2474,Kiran Josi,35,1991-04-12,Female,Pune,Maharashtra,"House 392, Station Road, Mumbai, Maharashtra - 422001",5514-3906-3432
2124,Rohul Josi,53,1973-11-22,Male,Pune,Maharashtra,"House 52, MG Road, Nashik, Maharashtra - 400001",3216-3218-2471
1283,Sneha Sharma,80,1946-10-16,Female,Ratnagiri,Maharashtra,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",1720-6556-8842
1569,Raahul Sharma,51,1975-09-28,Male,Pune,Maharashtra,"House 476, Tilak Nagar, Mumbai, Maharashtra - 422001",4642-8478-2754
