S,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
1267,Kiran Sarma,60,Female,Maharashtra,Mumbai,"House 168, MG Road, Pune, Maharashtra - 440001",2138-6704-2097,5/23/1966,7.88814E+11
1268,Anjaly Yadab,18,Male,Maharashtra,Pune,"House 22, Shivaji Nagar, Nagpur, Maharashtra - 400001",4386-6219-6293,8/4/2008,2.32121E+11
1269,Puja Patill,45,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5601-3453-8909,8/6/1981,2.17185E+11
1270,amit moray,66,Male,Maharashtra,Pune,"House 2, MG Road, Pune, Maharashtra - 440001",3079-2389-6788,2/10/1960,3.00177E+11
1271,Puja Patill,49,Male,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5236-2341-1702,4/6/1977,2.17185E+11
1272,Kiran Sharmma,22,Male,Maharashtra,Mumbai,"House 374, Gandhi Chowk, Mumbai, Maharashtra - 400001",7281-1475-5889,7/13/2004,4.97429E+11
1273,Anjali Patill,39,Female,Maharashtra,Ratnagiri,"House 447, Shivaji Nagar, Nagpur, Maharashtra - 400001",3730-3520-4188,5/11/1987,1.45148E+11
1274,Rahul Sharma,71,Male,Maharashtra,Mumbai,"House 63, Station Road, Mumbai, Maharashtra - 411001",5154-3271-7637,12/22/1955,2.00508E+11
1275,Rohul Yadab,46,Female,Maharashtra,Pune,"House 373, Station Road, Pune, Maharashtra - 411001",6818-7295-4370,7/16/1980,8.12589E+11
1276,Raahul Yadav,29,Female,Maharashtra,Ratnagiri,"House 97, Laxmi Colony, Pune, Maharashtra - 422001",9234-8942-7790,11/28/1997,78205348795
1277,Raahul Sharmma,65,Female,Maharashtra,Ratnagiri,"House 110, MG Road, Mumbai, Maharashtra - 411001",5149-8866-6083,11/11/1961,8.90969E+11
1278,Anjli More,29,Male,Maharashtra,Ratnagiri,"House 361, Shivaji Nagar, Nagpur, Maharashtra - 440001",1211-1388-4469,12/9/1997,6.12411E+11
1279,Sneha Joshi,31,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8928-6193-3018,7/3/1995,7.99555E+11
1280,Karran Josi,69,Male,Maharashtra,Pune,"House 23, Laxmi Colony, Nashik, Maharashtra - 411001",7101-8565-3839,8/8/1957,6.84116E+11
1281,Karran Sarma,69,Male,Maharashtra,Pune,"House 207, Tilak Nagar, Pune, Maharashtra - 422001",3132-2900-7889,10/1/1957,9.32241E+11
1282,Puja Sharmma,69,Male,Maharashtra,Ratnagiri,"House 195, Shivaji Nagar, Mumbai, Maharashtra - 440001",1551-5099-6953,1/5/1957,3.71232E+11
1283,Karan Sarma,74,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",7633-8740-7425,8/14/1952,7.93291E+11
1284,Anjali Patill,52,Male,Maharashtra,Ratnagiri,"House 324, Gandhi Chowk, Pune, Maharashtra - 440001",6143-1036-8620,11/4/1974,1.45148E+11
1285,Ameet More,43,Female,Maharashtra,Ratnagiri,"House 479, Gandhi Chowk, Nashik, Maharashtra - 411001",4245-6313-4893,12/14/1983,9.47193E+11
1286,Rohul Moray,36,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9797-9999-6615,3/12/1990,5.48179E+11
1287,Snehaa Sharma,41,Male,Maharashtra,Ratnagiri,"House 217, Gandhi Chowk, Nashik, Maharashtra - 400001",7257-3056-6926,6/19/1985,8.93073E+11
1288,Rahul Kulkarnee,19,Female,Maharashtra,Ratnagiri,"House 213, Gandhi Chowk, Pune, Maharashtra - 422001",8615-5103-6506,2/26/2007,3.53953E+11
1289,Karran Sharma,38,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",7485-7791-7603,4/2/1988,8.95471E+11
1290,aaaa,-5,Female,Maharashtra,Mumbai,"House 237, Station Road, Pune, Maharashtra - 422001",6288-1583-7984,6/24/1978,1.05291E+11
1291,Pooja Yadab,25,Male,Maharashtra,Ratnagiri,"House 40, Laxmi Colony, Nagpur, Maharashtra - 400001",6180-9602-4257,4/4/2001,6.54905E+11
1292,Karan Joshi,34,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4579-2907-8132,1/28/1992,5.41422E+11
1293,Rohul Moray,66,Male,Maharashtra,Ratnagiri,"House 272, Laxmi Colony, Nagpur, Maharashtra - 422001",4270-2277-9670,10/6/1960,5.48179E+11
1294,Raahul Sharma,75,Female,Maharashtra,Mumbai,"House 19, Station Road, Mumbai, Maharashtra - 411001",2057-6939-2114,12/8/1951,20130899617
1295,Amit Patill,44,Female,Maharashtra,Ratnagiri,"House 62, Gandhi Chowk, Mumbai, Maharashtra - 411001",2615-7315-5272,10/3/1982,2.98755E+11
1296,Anjli Sarma,58,Male,Maharashtra,Mumbai,"House 162, MG Road, Nashik, Maharashtra - 422001",8205-4646-2997,10/23/1968,4.57588E+11
1297,Karran More,23,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5507-2402-4990,3/4/2003,6.59043E+11
1298,Karan Yadab,74,Female,Maharashtra,Mumbai,"House 361, Tilak Nagar, Pune, Maharashtra - 422001",8568-7111-1756,1/13/1952,3.85007E+11
1299,Anjaly Kulkarni,72,Male,Maharashtra,Mumbai,"House 299, Gandhi Chowk, Pune, Maharashtra - 400001",2479-5036-7827,8/17/1954,4.6913E+11
1300,Raahul Kulkarnee,65,Female,Maharashtra,Nagpur,"House 146, MG Road, Nagpur, Maharashtra - 422001",7462-5241-9278,5/18/1961,45663246705
1301,Pooja Josi,37,Female,Maharashtra,Ratnagiri,"House 467, Tilak Nagar, Mumbai, Maharashtra - 440001",7364-1960-5498,9/26/1989,2.5728E+11
1302,Puja Yadava,45,Female,Maharashtra,Mumbai,"House 409, Tilak Nagar, Mumbai, Maharashtra - 440001",9223-9094-6695,11/25/1981,4.78753E+11
1303,Karan Yadav,53,Female,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",6055-7374-5436,11/26/1973,6.61331E+11
1304,Anjaly Moore,63,Female,Maharashtra,Pune,"House 241, Tilak Nagar, Mumbai, Maharashtra - 411001",5379-2413-2109,12/8/1963,1.7712E+11
1305,anjli kulkarnee,33,Male,Maharashtra,Mumbai,"House 411, MG Road, Nashik, Maharashtra - 422001",6430-9554-2490,2/5/1993,1.84329E+11
1306,Poojaa More,59,Female,Maharashtra,Ratnagiri,"House 181, Station Road, Mumbai, Maharashtra - 440001",6773-7625-4194,1/20/1967,8.14903E+11
1307,Raahul Patill,42,Male,Maharashtra,Nagpur,"House 27, Gandhi Chowk, Mumbai, Maharashtra - 411001",7511-6850-6923,6/28/1984,32005272386
1308,Anjali Joshy,20,Female,Maharashtra,Pune,"House 342, Gandhi Chowk, Mumbai, Maharashtra - 411001",6492-9433-4219,3/21/2006,8.9573E+11
1309,Snehaa Yadab,68,Male,Maharashtra,Pune,"House 422, Gandhi Chowk, Pune, Maharashtra - 400001",2189-5014-5169,3/4/1958,4.47008E+11
1310,Anjali Patill,66,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",1098-5441-8746,9/16/1960,2.43664E+11
1311,Poojaa Joshi,67,Female,Maharashtra,Pune,"House 471, Gandhi Chowk, Nagpur, Maharashtra - 411001",1631-9788-9049,2/26/1959,8.95636E+11
1312,Puja Josi,66,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6550-2090-9321,6/11/1960,9.34761E+11
1313,Kiran Kulkarnee,51,Male,Maharashtra,Ratnagiri,"House 425, Laxmi Colony, Nagpur, Maharashtra - 440001",1193-4521-2469,6/4/1975,2.04581E+11
1314,Puja Kulkarni,36,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6447-5203-2834,11/26/1990,5.64078E+11
1315,Anjali Patill,30,Female,Maharashtra,Ratnagiri,"House 416, Shivaji Nagar, Nagpur, Maharashtra - 440001",8449-7238-8991,9/10/1971,6.85181E+11
1316,???,150,Male,Maharashtra,Mumbai,"House 290, Station Road, Pune, Maharashtra - 422001",7243-6970-6911,2/22/1950,2.46565E+11
1317,Snehaa Kulkarni,40,Male,Maharashtra,Mumbai,"House 55, Gandhi Chowk, Pune, Maharashtra - 422001",6887-2177-5425,10/26/1986,7.40332E+11
1318,aaaa,0,Female,Maharashtra,Pune,"House 4, Gandhi Chowk, Mumbai, Maharashtra - 411001",3367-6319-6891,6/13/1981,1.05291E+11
1319,Pooja Josi,23,Male,Maharashtra,Ratnagiri,"House 390, Shivaji Nagar, Pune, Maharashtra - 440001",2411-1738-8676,7/9/2003,2.5728E+11
1320,Raahul Kulkarnee,56,Male,Maharashtra,Nagpur,"House 159, Laxmi Colony, Nashik, Maharashtra - 411001",3115-8124-9858,6/26/1970,3.76665E+11
1321,Puja Joshy,72,Female,Maharashtra,Pune,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",2265-3137-3122,11/5/1954,4.93716E+11
1322,Amith Patil,32,Male,Maharashtra,Ratnagiri,"House 33, Shivaji Nagar, Pune, Maharashtra - 422001",4553-3440-3818,5/22/1994,9.8791E+11
1323,Anjli Kulkarnee,56,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6937-2330-8044,10/25/1970,1.84329E+11
1324,Anjaly Joshy,62,Female,Maharashtra,Nagpur,"House 173, Laxmi Colony, Nagpur, Maharashtra - 422001",9529-3671-7768,8/13/1964,7.56462E+11
1325,Amith Yadab,66,Female,Maharashtra,Mumbai,"House 478, Gandhi Chowk, Mumbai, Maharashtra - 440001",5645-5155-5848,8/9/1960,2.17554E+11
1326,Puja Sharmma,26,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",8665-2134-5988,8/8/2000,3.71232E+11
1327,Anjali Patill,27,Female,Maharashtra,Ratnagiri,"House 350, Tilak Nagar, Pune, Maharashtra - 400001",8262-4229-5197,8/2/1999,5.04996E+11
1328,Karan Patill,31,Female,Maharashtra,Nagpur,"House 63, Tilak Nagar, Mumbai, Maharashtra - 440001",2738-9644-3282,10/28/1995,8.89948E+11
1329,Ameet Joshi,46,Female,Maharashtra,Ratnagiri,"House 342, Gandhi Chowk, Nagpur, Maharashtra - 440001",8415-7186-2509,12/29/1952,4.85793E+11
1330,Ameet Sharmma,35,Male,Maharashtra,Nagpur,"House 68, Laxmi Colony, Nashik, Maharashtra - 422001",7766-3002-5693,3/9/1991,4.40573E+11
1331,Amit Patill,48,Female,Maharashtra,Ratnagiri,"House 288, Tilak Nagar, Nagpur, Maharashtra - 422001",8317-1581-9796,9/25/1978,2.98755E+11
1332,Sneha Sharma,44,Female,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",6767-2991-8956,1/12/1982,1.67305E+11
1333,Anjali Kulkarni,47,Male,Maharashtra,Ratnagiri,"House 313, Station Road, Mumbai, Maharashtra - 400001",7185-8155-8264,4/14/1979,8.36261E+11
1334,,0,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",2885-7875-7608,1/27/1977,2.46565E+11
1335,Anjali Patill,43,Female,Maharashtra,Ratnagiri,"House 296, MG Road, Pune, Maharashtra - 411001",5236-8230-2835,2/19/1983,5.04996E+11
1336,Kiran Patill,71,Male,Maharashtra,Nagpur,"House 24, MG Road, Pune, Maharashtra - 411001",6233-9099-8587,7/24/1988,1.82423E+11
1337,Amith Yadab,48,Male,Maharashtra,Nagpur,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5625-5295-7734,7/8/1978,2.17554E+11
1338,Ameet Joshy,33,Female,Maharashtra,Ratnagiri,"House 296, MG Road, Nagpur, Maharashtra - 400001",1926-3880-1334,10/9/1993,2.47871E+11
1339,Anjaly Patil,33,Female,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5801-3905-9938,10/17/1993,3.94201E+11
1340,Amit Moore,25,Female,Maharashtra,Mumbai,"House 243, Shivaji Nagar, Mumbai, Maharashtra - 411001",3354-8355-7632,11/26/2001,47620573097
1341,Pooja Moore,31,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2647-3535-6741,1/26/1995,9.42976E+11
1342,Anjaly Yadava,67,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8622-4260-5720,12/17/1959,48103419051
1343,karran joshy,40,Female,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",4888-3752-9407,10/10/1986,7.64913E+11
1344,Raahul Sharmma,74,Male,Maharashtra,Pune,"House 120, Station Road, Pune, Maharashtra - 400001",6511-4432-6886,6/1/1952,8.90969E+11
1345,Poojaa Yadava,53,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2172-8987-8803,3/1/1973,9.2999E+11
1346,Anjaly Yadav,51,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6128-5112-7528,2/23/1975,7.79036E+11
1347,Rahul Sharmma,68,Female,Maharashtra,Ratnagiri,"House 163, Station Road, Nagpur, Maharashtra - 422001",1124-5279-9073,9/5/1958,3.04332E+11
1348,Anjli Sharma,37,Male,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",8333-3217-6260,7/3/1989,3.65111E+11
1349,Sneha Joshi,65,Female,Maharashtra,Ratnagiri,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",3013-3828-3960,10/20/1961,7.99555E+11
1350,Amit More,72,Male,Maharashtra,Nagpur,"House 130, Laxmi Colony, Pune, Maharashtra - 440001",8381-5837-1105,9/17/1954,6.68663E+11
1351,Amit Sarma,18,Male,Maharashtra,Pune,"House 58, Laxmi Colony, Nagpur, Maharashtra - 422001",8349-7109-1199,12/3/2008,5.21862E+11
1352,Karran Sharma,47,Male,Maharashtra,Pune,"House 435, MG Road, Mumbai, Maharashtra - 400001",7949-7321-8291,6/13/1979,8.95471E+11
1353,Pooja Kulkarnee,47,Female,Maharashtra,Nagpur,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9653-8251-8235,2/18/1979,8.26435E+11
1354,Raahul Pateel,71,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5041-9970-4958,4/1/1955,5.46799E+11
1355,KARAN SHARMMA,55,Female,Maharashtra,Pune,"House 366, Shivaji Nagar, Nagpur, Maharashtra - 411001",9136-7822-9543,9/1/1971,5.08374E+11
1356,Pooja Sharmma,65,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",6008-1312-7869,1/13/1961,1.04369E+11
1357,Ameet Kulkarnee,65,Female,Maharashtra,Ratnagiri,"House 120, Tilak Nagar, Mumbai, Maharashtra - 440001",6772-6478-7293,2/28/1961,9.28018E+11
1358,Sneha Yadav,36,Male,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",6236-6790-1495,10/26/1990,1.10592E+11
1359,Pooja Moray,74,Female,Maharashtra,Ratnagiri,"House 101, Shivaji Nagar, Pune, Maharashtra - 411001",9275-9047-3866,7/24/1952,8.82849E+11
1360,Amit Sharmma,29,Male,Maharashtra,Ratnagiri,"House 1, Gandhi Chowk, Mumbai, Maharashtra - 411001",8849-1771-1366,10/16/1997,2.63513E+11
1361,Snea Moray,34,Female,Maharashtra,Ratnagiri,"House 95, Station Road, Nashik, Maharashtra - 411001",5378-3436-5728,5/25/1992,8.63797E+11
1362,Pooja Moore,70,Female,Maharashtra,Nagpur,"House 429, Tilak Nagar, Mumbai, Maharashtra - 440001",6406-7640-1412,12/21/1956,9.42976E+11
1363,Anjli Yadav,65,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6783-9812-3635,3/6/1961,5.96752E+11
1364,Amit Kulkarni,69,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2265-7947-6104,11/18/1957,5.3894E+11
1365,Karran Yadab,68,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8902-3368-7659,11/16/1958,4.19808E+11
1366,KARAN MORE,31,Female,Maharashtra,Nagpur,"House 140, Tilak Nagar, Pune, Maharashtra - 400001",3408-8624-2605,1/1/1995,7.52863E+11
1367,Poojaa Josi,25,Female,Maharashtra,Ratnagiri,"House 316, Station Road, Nagpur, Maharashtra - 440001",8554-1328-4313,9/2/2001,3.80452E+11
1368,Ameet More,80,Male,Maharashtra,Nagpur,"House 107, Laxmi Colony, Mumbai, Maharashtra - 400001",9326-5822-3424,1/12/1946,9.47193E+11
1369,Rohul Yadav,43,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",5858-3258-4881,2/7/1983,8.74565E+11
1370,Raahul Yadav,74,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9340-8473-7271,3/23/1952,78205348795
1371,Karran Josi,23,Male,Maharashtra,Pune,"House 99, Gandhi Chowk, Nashik, Maharashtra - 411001",1949-9226-4768,4/14/2003,6.84116E+11
1372,Rahul Joshi,46,Female,Maharashtra,Pune,"House 474, Gandhi Chowk, Mumbai, Maharashtra - 400001",5516-2814-6954,2/20/1980,9.79567E+11
1373,Amith Moore,49,Female,Maharashtra,Nagpur,"House 323, Gandhi Chowk, Nagpur, Maharashtra - 440001",9030-3315-1049,10/22/1977,2.34446E+11
1374,Pooja Yadav,37,Male,Maharashtra,Pune,"House 319, Station Road, Mumbai, Maharashtra - 422001",3006-2979-7998,9/17/1989,9.52338E+11
1375,???,0,Male,Maharashtra,Pune,"House 176, Shivaji Nagar, Nashik, Maharashtra - 422001",3682-9946-9981,4/18/1974,2.46565E+11
1376,Karan Patill,38,Male,Maharashtra,Nagpur,"House 386, Shivaji Nagar, Nagpur, Maharashtra - 411001",4209-2869-6936,4/22/1988,8.89948E+11
1377,Amith Yadav,55,Female,Maharashtra,Pune,"House 12, Shivaji Nagar, Nashik, Maharashtra - 440001",9111-4113-9062,5/17/1971,9.45783E+11
1378,Snehaa Moray,62,Male,Maharashtra,Nagpur,"House 127, Gandhi Chowk, Nagpur, Maharashtra - 400001",6595-9346-2094,6/2/1964,4.5382E+11
1379,Raahul Sharmma,53,Male,Maharashtra,Pune,"House 478, Tilak Nagar, Mumbai, Maharashtra - 411001",4043-3067-7749,4/26/1973,8.90969E+11
1380,Karan Yadava,80,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",5568-3095-4345,11/25/1946,8.00505E+11
1381,Poojaa Joshy,78,Male,Maharashtra,Ratnagiri,"House 426, Gandhi Chowk, Nagpur, Maharashtra - 400001",7902-9967-2975,12/13/1948,3.40936E+11
1382,Raahul Kulkarni,77,Male,Maharashtra,Nagpur,"House 219, MG Road, Nashik, Maharashtra - 411001",3653-6998-7833,12/28/1949,41697506109
1383,Amit Sharma,18,Female,Maharashtra,Ratnagiri,"House 329, Gandhi Chowk, Nagpur, Maharashtra - 440001",8094-9140-6019,9/21/2008,2.1574E+11
1384,Anjli Joshy,50,Female,Maharashtra,Ratnagiri,"House 261, Station Road, Pune, Maharashtra - 422001",7616-5314-4953,6/25/1976,5.73686E+11
1385,KARRAN SHARMA,24,Male,Maharashtra,Pune,"House 210, Shivaji Nagar, Pune, Maharashtra - 400001",8131-7237-1607,7/26/2002,8.95471E+11
1386,Karran Kulkarni,39,Male,Maharashtra,Pune,"House 20, Tilak Nagar, Mumbai, Maharashtra - 422001",5798-9811-9046,7/19/1987,7.67955E+11
1387,Amit Joshi,43,Female,Maharashtra,Pune,"House 94, Gandhi Chowk, Nashik, Maharashtra - 400001",6240-7595-7957,7/16/1988,1.32332E+11
1388,Anjli Sharmma,21,Male,Maharashtra,Mumbai,"House 486, Gandhi Chowk, Nagpur, Maharashtra - 411001",6017-9261-1597,7/19/2005,4.5013E+11
1389,Rohul Moray,43,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",4346-2524-8848,4/12/1983,5.48179E+11
1390,Rahul Patill,30,Male,Maharashtra,Ratnagiri,"House 54, MG Road, Nagpur, Maharashtra - 422001",9877-2322-1021,7/13/1996,6.9312E+11
1391,Anjli Patill,66,Male,Maharashtra,Ratnagiri,"House 316, Shivaji Nagar, Nagpur, Maharashtra - 411001",1196-4552-6144,6/25/1960,44124919412
1392,bbbb,0,Female,Maharashtra,Mumbai,"House 65, Tilak Nagar, Pune, Maharashtra - 411001",1217-3547-7425,3/1/1994,6.95893E+11
1393,Puja Joshy,36,Male,Maharashtra,Nagpur,"House 56, Station Road, Nashik, Maharashtra - 400001",8001-8314-3852,11/1/1990,4.93716E+11
1394,Anjali Joshi,50,Male,Maharashtra,Nagpur,"House 297, Tilak Nagar, Nashik, Maharashtra - 440001",5511-2675-6240,3/11/1976,6.21441E+11
1395,Kiran Sharmma,27,Female,Maharashtra,Mumbai,"House 214, Laxmi Colony, Nagpur, Maharashtra - 422001",9724-1569-7510,7/4/1999,9.92963E+11
1396,Karan Joshy,36,Female,Maharashtra,Nagpur,"House 368, Gandhi Chowk, Nagpur, Maharashtra - 411001",7539-6648-9542,3/8/1990,9.787E+11
1397,Karan Patill,28,Male,Maharashtra,Ratnagiri,"House 207, MG Road, Pune, Maharashtra - 400001",1444-8490-7026,6/5/1998,8.03667E+11
1398,abc,0,Female,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",1216-7249-1145,8/6/1978,6.62085E+11
1399,Sneha Moore,20,Male,Maharashtra,Pune,"House 412, Gandhi Chowk, Pune, Maharashtra - 440001",3683-9722-1359,9/20/2006,2.33644E+11
1400,Kiran Kulkarnee,28,Male,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4259-7353-2149,5/14/1998,2.04581E+11
1401,Ameet Kulkarni,57,Male,Maharashtra,Pune,"House 144, Gandhi Chowk, Nashik, Maharashtra - 400001",8977-3405-1288,12/4/1994,3.09809E+11
1402,Kiran Kulkarni,32,Female,Maharashtra,Mumbai,"House 330, Shivaji Nagar, Mumbai, Maharashtra - 440001",4139-2153-1048,3/20/1994,5.64649E+11
1403,Karan Yadava,73,Male,Maharashtra,Pune,"House 148, Laxmi Colony, Mumbai, Maharashtra - 400001",2185-4024-5013,2/1/1953,8.00505E+11
1404,Anjali Moray,51,Female,Maharashtra,Ratnagiri,"House 274, Tilak Nagar, Nagpur, Maharashtra - 400001",5372-2670-3081,5/15/1975,9.64641E+11
1405,Snea Kulkarnee,46,Male,Maharashtra,Ratnagiri,"House 291, Gandhi Chowk, Mumbai, Maharashtra - 440001",2294-1871-6983,8/20/1980,6.09652E+11
1406,Anjali Josi,73,Female,Maharashtra,Pune,"House 468, Station Road, Nagpur, Maharashtra - 440001",2978-4658-5053,10/12/1953,69569820159
1407,Ameet Joshi,25,Male,Maharashtra,Pune,"House 61, Laxmi Colony, Mumbai, Maharashtra - 440001",5154-4010-8284,5/5/2001,4.85793E+11
1408,Amit Sarma,78,Male,Maharashtra,Mumbai,"House 56, MG Road, Mumbai, Maharashtra - 422001",7491-6847-8959,2/19/1948,5.21862E+11
1409,Snea Joshy,72,Male,Maharashtra,Nagpur,"House 79, Station Road, Nagpur, Maharashtra - 440001",4911-6603-9322,9/24/1954,9.51817E+11
1410,Raahul Moore,53,Male,Maharashtra,Ratnagiri,"House 40, Shivaji Nagar, Mumbai, Maharashtra - 411001",1638-2974-5845,4/26/1973,8.90247E+11
1411,Anjli Kulkarni,26,Female,Maharashtra,Mumbai,"House 371, MG Road, Nashik, Maharashtra - 440001",7424-6958-8407,6/11/2000,4.88623E+11
1412,Amit Sharma,80,Female,Maharashtra,Mumbai,"House 490, Tilak Nagar, Mumbai, Maharashtra - 400001",3391-2864-9659,9/10/1946,2.1574E+11
1413,Anjali Patill,24,Female,Maharashtra,Nagpur,"House 259, MG Road, Mumbai, Maharashtra - 422001",6391-7969-4534,8/3/2002,2.03125E+11
1414,Snehaa Moore,38,Female,Maharashtra,Nagpur,"House 1, Gandhi Chowk, Nashik, Maharashtra - 400001",1324-4684-1533,11/20/1988,3.27107E+11
1415,Karran Yadav,40,Male,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",9013-9046-5536,3/9/1986,54240681668
1416,Anjli Sarma,43,Male,Maharashtra,Ratnagiri,"House 318, Laxmi Colony, Mumbai, Maharashtra - 400001",1704-2629-7912,9/5/1983,4.57588E+11
1417,Kiran Patill,28,Male,Maharashtra,Pune,"House 338, Station Road, Nagpur, Maharashtra - 411001",4551-1482-6659,4/10/1998,3245234116
1418,Pooja Josi,73,Male,Maharashtra,Ratnagiri,"House 254, Tilak Nagar, Mumbai, Maharashtra - 422001",7246-2624-6728,11/10/1953,2.5728E+11
1419,Ameet Joshi,79,Female,Maharashtra,Pune,"House 389, Laxmi Colony, Nagpur, Maharashtra - 440001",4989-6979-7648,3/15/1947,4.85793E+11
1420,Amit Yadava,77,Male,Maharashtra,Ratnagiri,"House 208, Station Road, Mumbai, Maharashtra - 411001",4204-3730-7480,4/19/1949,9.17597E+11
1421,Rohul Kulkarni,31,Female,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5613-4392-8160,4/17/1995,8.52042E+11
1422,Karran Sarma,26,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",7266-1599-6039,8/10/2000,9.32241E+11
1423,Rahul Pateel,58,Male,Maharashtra,Nagpur,"House 70, Gandhi Chowk, Nashik, Maharashtra - 411001",8363-5021-7918,3/12/1968,3.16844E+11
1424,Sneha Sharma,72,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2399-8185-8537,10/27/1954,1.67305E+11
1425,,150,Female,Maharashtra,Mumbai,"House 460, Tilak Nagar, Mumbai, Maharashtra - 422001",2563-4342-3063,7/7/1970,2.46565E+11
1426,Ameet Pateel,38,Female,Maharashtra,Pune,"House 216, Shivaji Nagar, Nashik, Maharashtra - 400001",7683-4181-5440,9/5/1988,2.90215E+11
1427,Anjaly Patil,52,Female,Maharashtra,Pune,"House 295, Station Road, Nagpur, Maharashtra - 422001",8683-3940-4295,9/15/1974,3.94201E+11
1428,Anjali Yadava,33,Male,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",8209-8310-4860,7/24/1993,9.56352E+11
1429,Anjaly More,65,Male,Maharashtra,Ratnagiri,"House 370, MG Road, Pune, Maharashtra - 400001",8906-8207-3243,9/16/1961,5.33277E+11
1430,Anjaly Yadav,47,Female,Maharashtra,Pune,"House 260, Tilak Nagar, Pune, Maharashtra - 440001",7587-2202-6354,7/23/1979,7.79036E+11
1431,unknown,0,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",7169-8816-8908,7/2/1968,6.01421E+11
1432,SNEA KULKARNEE,61,Male,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",4342-6910-8437,5/8/1965,6.09652E+11
1433,Poojaa Yadava,46,Male,Maharashtra,Ratnagiri,"House 61, Tilak Nagar, Nashik, Maharashtra - 422001",6598-6189-7643,10/5/1980,9.00692E+11
1434,Ameet Josi,30,Female,Maharashtra,Ratnagiri,"House 33, Station Road, Mumbai, Maharashtra - 400001",6953-8801-6079,10/3/1996,7.6678E+11
