Voter_ID,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
2203,Rohul Yadab,46,Female,Maharashtra,Pune,"House 373, Station Road, Pune, Maharashtra - 411001",6818-7295-4370,1980-07-16,Pending
1110,Raahul Yadav,29,Female,Maharashtra,Ratnagiri,"House 97, Laxmi Colony, Pune, Maharashtra - 422001",9234-8942-7790,1997-11-28,Pending
1702,Raahul Sharmma,65,Female,Maharashtra,Ratnagiri,"House 110, MG Road, Mumbai, Maharashtra - 411001",5149-8866-6083,1961-11-11,Pending
1144,Anjli More,29,Male,Maharashtra,Ratnagiri,"House 361, Shivaji Nagar, Nagpur, Maharashtra - 440001",1211-1388-4469,1997-12-09,Pending
1898,Sneha Joshi,31,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8928-6193-3018,1995-07-03,Pending
2151,Karran Josi,69,Male,Maharashtra,Pune,"House 23, Laxmi Colony, Nashik, Maharashtra - 411001",7101-8565-3839,1957-08-08,Pending
1918,Karran Sarma,69,Male,Maharashtra,Pune,"House 207, Tilak Nagar, Pune, Maharashtra - 422001",3132-2900-7889,1957-10-01,Pending
2273,Puja Sharmma,69,Male,Maharashtra,Ratnagiri,"House 195, Shivaji Nagar, Mumbai, Maharashtra - 440001",1551-5099-6953,1957-01-05,Pending
2254,Karan Sarma,74,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",7633-8740-7425,1952-08-14,Pending
1230,Anjali Patill,52,Male,Maharashtra,Ratnagiri,"House 324, Gandhi Chowk, Pune, Maharashtra - 440001",6143-1036-8620,1974-11-04,Pending
2608,Ameet More,43,Female,Maharashtra,Ratnagiri,"House 479, Gandhi Chowk, Nashik, Maharashtra - 411001",4245-6313-4893,1983-12-14,Pending
2064,Rohul Moray,36,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9797-9999-6615,1990-03-12,Pending
1000,Snehaa Sharma,41,Male,Maharashtra,Ratnagiri,"House 217, Gandhi Chowk, Nashik, Maharashtra - 400001",7257-3056-6926,1985-06-19,Pending
1237,Rahul Kulkarnee,19,Female,Maharashtra,Ratnagiri,"House 213, Gandhi Chowk, Pune, Maharashtra - 422001",8615-5103-6506,2007-02-26,Pending
2152,Karran Sharma,38,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",7485-7791-7603,1988-04-02,Pending
3068,aaaa,-5,Female,Maharashtra,Mumbai,"House 237, Station Road, Pune, Maharashtra - 422001",6288-1583-7984,1978-06-24,Pending
2646,Pooja Yadab,25,Male,Maharashtra,Ratnagiri,"House 40, Laxmi Colony, Nagpur, Maharashtra - 400001",6180-9602-4257,2001-04-04,Pending
2008,Karan Joshi,34,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4579-2907-8132,1992-01-28,Pending
2724,Rohul Moray,66,Male,Maharashtra,Ratnagiri,"House 272, Laxmi Colony, Nagpur, Maharashtra - 422001",4270-2277-9670,1960-10-06,Pending
1316,Raahul Sharma,75,Female,Maharashtra,Mumbai,"House 19, Station Road, Mumbai, Maharashtra - 411001",2057-6939-2114,1951-12-08,Pending
2099,Amit Patill,44,Female,Maharashtra,Ratnagiri,"House 62, Gandhi Chowk, Mumbai, Maharashtra - 411001",2615-7315-5272,1982-10-03,Pending
2296,Anjli Sarma,58,Male,Maharashtra,Mumbai,"House 162, MG Road, Nashik, Maharashtra - 422001",8205-4646-2997,1968-10-23,Pending
1761,Karran More,23,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5507-2402-4990,2003-03-04,Pending
2670,Karan Yadab,74,Female,Maharashtra,Mumbai,"House 361, Tilak Nagar, Pune, Maharashtra - 422001",8568-7111-1756,1952-01-13,Pending
1465,Anjaly Kulkarni,72,Male,Maharashtra,Mumbai,"House 299, Gandhi Chowk, Pune, Maharashtra - 400001",2479-5036-7827,1954-08-17,Pending
1448,Raahul Kulkarnee,65,Female,Maharashtra,Nagpur,"House 146, MG Road, Nagpur, Maharashtra - 422001",7462-5241-9278,1961-05-18,Pending
1182,Pooja Josi,37,Female,Maharashtra,Ratnagiri,"House 467, Tilak Nagar, Mumbai, Maharashtra - 440001",7364-1960-5498,1989-09-26,Pending
1626,Puja Yadava,45,Female,Maharashtra,Mumbai,"House 409, Tilak Nagar, Mumbai, Maharashtra - 440001",9223-9094-6695,1981-11-25,Pending
1069,Karan Yadav,53,Female,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",6055-7374-5436,1973-11-26,Pending
2171,Anjaly Moore,63,Female,Maharashtra,Pune,"House 241, Tilak Nagar, Mumbai, Maharashtra - 411001",5379-2413-2109,1963-12-08,Pending
2981,anjli kulkarnee,33,Male,Maharashtra,Mumbai,"House 411, MG Road, Nashik, Maharashtra - 422001",6430-9554-2490,1993-02-05,Pending
2513,Poojaa More,59,Female,Maharashtra,Ratnagiri,"House 181, Station Road, Mumbai, Maharashtra - 440001",6773-7625-4194,1967-01-20,Pending
1460,Raahul Patill,42,Male,Maharashtra,Nagpur,"House 27, Gandhi Chowk, Mumbai, Maharashtra - 411001",7511-6850-6923,1984-06-28,Pending
1986,Anjali Joshy,20,Female,Maharashtra,Pune,"House 342, Gandhi Chowk, Mumbai, Maharashtra - 411001",6492-9433-4219,2006-03-21,Pending
1833,Snehaa Yadab,68,Male,Maharashtra,Pune,"House 422, Gandhi Chowk, Pune, Maharashtra - 400001",2189-5014-5169,1958-03-04,Pending
1229,Anjali Patill,66,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",1098-5441-8746,1960-09-16,Pending
2839,Poojaa Joshi,67,Female,Maharashtra,Pune,"House 471, Gandhi Chowk, Nagpur, Maharashtra - 411001",1631-9788-9049,1959-02-26,Pending
1517,Puja Josi,66,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6550-2090-9321,1960-06-11,Pending
2204,Kiran Kulkarnee,51,Male,Maharashtra,Ratnagiri,"House 425, Laxmi Colony, Nagpur, Maharashtra - 440001",1193-4521-2469,1975-06-04,Pending
2055,Puja Kulkarni,36,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6447-5203-2834,1990-11-26,Pending
1258,Anjali Patill,30,Female,Maharashtra,Ratnagiri,"House 416, Shivaji Nagar, Nagpur, Maharashtra - 440001",8449-7238-8991,1971-09-10,Pending
3019,???,150,Male,Maharashtra,Mumbai,"House 290, Station Road, Pune, Maharashtra - 422001",7243-6970-6911,1950-02-22,Pending
1759,Snehaa Kulkarni,40,Male,Maharashtra,Mumbai,"House 55, Gandhi Chowk, Pune, Maharashtra - 422001",6887-2177-5425,1986-10-26,Pending
3147,aaaa,0,Female,Maharashtra,Pune,"House 4, Gandhi Chowk, Mumbai, Maharashtra - 411001",3367-6319-6891,1981-06-13,Pending
1171,Pooja Josi,23,Male,Maharashtra,Ratnagiri,"House 390, Shivaji Nagar, Pune, Maharashtra - 440001",2411-1738-8676,2003-07-09,Pending
1628,Raahul Kulkarnee,56,Male,Maharashtra,Nagpur,"House 159, Laxmi Colony, Nashik, Maharashtra - 411001",3115-8124-9858,1970-06-26,Pending
2940,Puja Joshy,72,Female,Maharashtra,Pune,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",2265-3137-3122,1954-11-05,Pending
2224,Amith Patil,32,Male,Maharashtra,Ratnagiri,"House 33, Shivaji Nagar, Pune, Maharashtra - 422001",4553-3440-3818,1994-05-22,Pending
2434,Anjli Kulkarnee,56,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6937-2330-8044,1970-10-25,Pending
2356,Anjaly Joshy,62,Female,Maharashtra,Nagpur,"House 173, Laxmi Colony, Nagpur, Maharashtra - 422001",9529-3671-7768,1964-08-13,Pending
1945,Amith Yadab,66,Female,Maharashtra,Mumbai,"House 478, Gandhi Chowk, Mumbai, Maharashtra - 440001",5645-5155-5848,1960-08-09,Pending
2108,Puja Sharmma,26,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",8665-2134-5988,2000-08-08,Pending
1276,Anjali Patill,27,Female,Maharashtra,Ratnagiri,"House 350, Tilak Nagar, Pune, Maharashtra - 400001",8262-4229-5197,1999-08-02,Pending
2450,Karan Patill,31,Female,Maharashtra,Nagpur,"House 63, Tilak Nagar, Mumbai, Maharashtra - 440001",2738-9644-3282,1995-10-28,Pending
1067,Ameet Joshi,46,Female,Maharashtra,Ratnagiri,"House 342, Gandhi Chowk, Nagpur, Maharashtra - 440001",8415-7186-2509,1952-12-29,Pending
1459,Ameet Sharmma,35,Male,Maharashtra,Nagpur,"House 68, Laxmi Colony, Nashik, Maharashtra - 422001",7766-3002-5693,1991-03-09,Pending
1061,Amit Patill,48,Female,Maharashtra,Ratnagiri,"House 288, Tilak Nagar, Nagpur, Maharashtra - 422001",8317-1581-9796,1978-09-25,Pending
2869,Sneha Sharma,44,Female,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",6767-2991-8956,1982-01-12,Pending
1879,Anjali Kulkarni,47,Male,Maharashtra,Ratnagiri,"House 313, Station Road, Mumbai, Maharashtra - 400001",7185-8155-8264,1979-04-14,Pending
3126,,0,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",2885-7875-7608,1977-01-27,Pending
1266,Anjali Patill,43,Female,Maharashtra,Ratnagiri,"House 296, MG Road, Pune, Maharashtra - 411001",5236-8230-2835,1983-02-19,Pending
2257,Kiran Patill,71,Male,Maharashtra,Nagpur,"House 24, MG Road, Pune, Maharashtra - 411001",6233-9099-8587,1988-07-24,Pending
2239,Amith Yadab,48,Male,Maharashtra,Nagpur,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5625-5295-7734,1978-07-08,Pending
1358,Ameet Joshy,33,Female,Maharashtra,Ratnagiri,"House 296, MG Road, Nagpur, Maharashtra - 400001",1926-3880-1334,1993-10-09,Pending
1541,Anjaly Patil,33,Female,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5801-3905-9938,1993-10-17,Pending
2189,Amit Moore,25,Female,Maharashtra,Mumbai,"House 243, Shivaji Nagar, Mumbai, Maharashtra - 411001",3354-8355-7632,2001-11-26,Pending
1680,Pooja Moore,31,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2647-3535-6741,1995-01-26,Pending
2294,Anjaly Yadava,67,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8622-4260-5720,1959-12-17,Pending
3153,karran joshy,40,Female,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",4888-3752-9407,1986-10-10,Pending
2237,Raahul Sharmma,74,Male,Maharashtra,Pune,"House 120, Station Road, Pune, Maharashtra - 400001",6511-4432-6886,1952-06-01,Pending
1023,Poojaa Yadava,53,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2172-8987-8803,1973-03-01,Pending
1581,Anjaly Yadav,51,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",6128-5112-7528,1975-02-23,Pending
2514,Rahul Sharmma,68,Female,Maharashtra,Ratnagiri,"House 163, Station Road, Nagpur, Maharashtra - 422001",1124-5279-9073,1958-09-05,Pending
2090,Anjli Sharma,37,Male,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",8333-3217-6260,1989-07-03,Pending
1264,Sneha Joshi,65,Female,Maharashtra,Ratnagiri,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",3013-3828-3960,1961-10-20,Pending
2173,Amit More,72,Male,Maharashtra,Nagpur,"House 130, Laxmi Colony, Pune, Maharashtra - 440001",8381-5837-1105,1954-09-17,Pending
1872,Amit Sarma,18,Male,Maharashtra,Pune,"House 58, Laxmi Colony, Nagpur, Maharashtra - 422001",8349-7109-1199,2008-12-03,Pending
2085,Karran Sharma,47,Male,Maharashtra,Pune,"House 435, MG Road, Mumbai, Maharashtra - 400001",7949-7321-8291,1979-06-13,Pending
1913,Pooja Kulkarnee,47,Female,Maharashtra,Nagpur,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9653-8251-8235,1979-02-18,Pending
2857,Raahul Pateel,71,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5041-9970-4958,1955-04-01,Pending
3008,KARAN SHARMMA,55,Female,Maharashtra,Pune,"House 366, Shivaji Nagar, Nagpur, Maharashtra - 411001",9136-7822-9543,1971-09-01,Pending
1158,Pooja Sharmma,65,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",6008-1312-7869,1961-01-13,Pending
1116,Ameet Kulkarnee,65,Female,Maharashtra,Ratnagiri,"House 120, Tilak Nagar, Mumbai, Maharashtra - 440001",6772-6478-7293,1961-02-28,Pending
1515,Sneha Yadav,36,Male,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",6236-6790-1495,1990-10-26,Pending
1252,Pooja Moray,74,Female,Maharashtra,Ratnagiri,"House 101, Shivaji Nagar, Pune, Maharashtra - 411001",9275-9047-3866,1952-07-24,Pending
1149,Amit Sharmma,29,Male,Maharashtra,Ratnagiri,"House 1, Gandhi Chowk, Mumbai, Maharashtra - 411001",8849-1771-1366,1997-10-16,Pending
2921,Snea Moray,34,Female,Maharashtra,Ratnagiri,"House 95, Station Road, Nashik, Maharashtra - 411001",5378-3436-5728,1992-05-25,Pending
2523,Pooja Moore,70,Female,Maharashtra,Nagpur,"House 429, Tilak Nagar, Mumbai, Maharashtra - 440001",6406-7640-1412,1956-12-21,Pending
1765,Anjli Yadav,65,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6783-9812-3635,1961-03-06,Pending
2744,Amit Kulkarni,69,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2265-7947-6104,1957-11-18,Pending
1148,Karran Yadab,68,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8902-3368-7659,1958-11-16,Pending
3095,KARAN MORE,31,Female,Maharashtra,Nagpur,"House 140, Tilak Nagar, Pune, Maharashtra - 400001",3408-8624-2605,1995-01-01,Pending
1864,Poojaa Josi,25,Female,Maharashtra,Ratnagiri,"House 316, Station Road, Nagpur, Maharashtra - 440001",8554-1328-4313,2001-09-02,Pending
2301,Ameet More,80,Male,Maharashtra,Nagpur,"House 107, Laxmi Colony, Mumbai, Maharashtra - 400001",9326-5822-3424,1946-01-12,Pending
1850,Rohul Yadav,43,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",5858-3258-4881,1983-02-07,Pending
1538,Raahul Yadav,74,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9340-8473-7271,1952-03-23,Pending
2174,Karran Josi,23,Male,Maharashtra,Pune,"House 99, Gandhi Chowk, Nashik, Maharashtra - 411001",1949-9226-4768,2003-04-14,Pending
1589,Rahul Joshi,46,Female,Maharashtra,Pune,"House 474, Gandhi Chowk, Mumbai, Maharashtra - 400001",5516-2814-6954,1980-02-20,Pending
1341,Amith Moore,49,Female,Maharashtra,Nagpur,"House 323, Gandhi Chowk, Nagpur, Maharashtra - 440001",9030-3315-1049,1977-10-22,Pending
2268,Pooja Yadav,37,Male,Maharashtra,Pune,"House 319, Station Road, Mumbai, Maharashtra - 422001",3006-2979-7998,1989-09-17,Pending
3076,???,0,Male,Maharashtra,Pune,"House 176, Shivaji Nagar, Nashik, Maharashtra - 422001",3682-9946-9981,1974-04-18,Pending
2416,Karan Patill,38,Male,Maharashtra,Nagpur,"House 386, Shivaji Nagar, Nagpur, Maharashtra - 411001",4209-2869-6936,1988-04-22,Pending
2350,Amith Yadav,55,Female,Maharashtra,Pune,"House 12, Shivaji Nagar, Nashik, Maharashtra - 440001",9111-4113-9062,1971-05-17,Pending
2184,Snehaa Moray,62,Male,Maharashtra,Nagpur,"House 127, Gandhi Chowk, Nagpur, Maharashtra - 400001",6595-9346-2094,1964-06-02,Pending
2380,Raahul Sharmma,53,Male,Maharashtra,Pune,"House 478, Tilak Nagar, Mumbai, Maharashtra - 411001",4043-3067-7749,1973-04-26,Pending
1438,Karan Yadava,80,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",5568-3095-4345,1946-11-25,Pending
1922,Poojaa Joshy,78,Male,Maharashtra,Ratnagiri,"House 426, Gandhi Chowk, Nagpur, Maharashtra - 400001",7902-9967-2975,1948-12-13,Pending
2362,Raahul Kulkarni,77,Male,Maharashtra,Nagpur,"House 219, MG Road, Nashik, Maharashtra - 411001",3653-6998-7833,1949-12-28,Pending
1090,Amit Sharma,18,Female,Maharashtra,Ratnagiri,"House 329, Gandhi Chowk, Nagpur, Maharashtra - 440001",8094-9140-6019,2008-09-21,Pending
2604,Anjli Joshy,50,Female,Maharashtra,Ratnagiri,"House 261, Station Road, Pune, Maharashtra - 422001",7616-5314-4953,1976-06-25,Pending
3017,KARRAN SHARMA,24,Male,Maharashtra,Pune,"House 210, Shivaji Nagar, Pune, Maharashtra - 400001",8131-7237-1607,2002-07-26,Pending
1720,Karran Kulkarni,39,Male,Maharashtra,Pune,"House 20, Tilak Nagar, Mumbai, Maharashtra - 422001",5798-9811-9046,1987-07-19,Pending
2435,Amit Joshi,43,Female,Maharashtra,Pune,"House 94, Gandhi Chowk, Nashik, Maharashtra - 400001",6240-7595-7957,1988-07-16,Pending
2564,Anjli Sharmma,21,Male,Maharashtra,Mumbai,"House 486, Gandhi Chowk, Nagpur, Maharashtra - 411001",6017-9261-1597,2005-07-19,Pending
1504,Rohul Moray,43,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",4346-2524-8848,1983-04-12,Pending
2489,Rahul Patill,30,Male,Maharashtra,Ratnagiri,"House 54, MG Road, Nagpur, Maharashtra - 422001",9877-2322-1021,1996-07-13,Pending
1958,Anjli Patill,66,Male,Maharashtra,Ratnagiri,"House 316, Shivaji Nagar, Nagpur, Maharashtra - 411001",1196-4552-6144,1960-06-25,Pending
3131,bbbb,0,Female,Maharashtra,Mumbai,"House 65, Tilak Nagar, Pune, Maharashtra - 411001",1217-3547-7425,1994-03-01,Pending
2704,Puja Joshy,36,Male,Maharashtra,Nagpur,"House 56, Station Road, Nashik, Maharashtra - 400001",8001-8314-3852,1990-11-01,Pending
1745,Anjali Joshi,50,Male,Maharashtra,Nagpur,"House 297, Tilak Nagar, Nashik, Maharashtra - 440001",5511-2675-6240,1976-03-11,Pending
1942,Kiran Sharmma,27,Female,Maharashtra,Mumbai,"House 214, Laxmi Colony, Nagpur, Maharashtra - 422001",9724-1569-7510,1999-07-04,Pending
2547,Karan Joshy,36,Female,Maharashtra,Nagpur,"House 368, Gandhi Chowk, Nagpur, Maharashtra - 411001",7539-6648-9542,1990-03-08,Pending
2560,Karan Patill,28,Male,Maharashtra,Ratnagiri,"House 207, MG Road, Pune, Maharashtra - 400001",1444-8490-7026,1998-06-05,Pending
3036,abc,0,Female,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",1216-7249-1145,1978-08-06,Pending
2938,Sneha Moore,20,Male,Maharashtra,Pune,"House 412, Gandhi Chowk, Pune, Maharashtra - 440001",3683-9722-1359,2006-09-20,Pending
2197,Kiran Kulkarnee,28,Male,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4259-7353-2149,1998-05-14,Pending
2286,Ameet Kulkarni,57,Male,Maharashtra,Pune,"House 144, Gandhi Chowk, Nashik, Maharashtra - 400001",8977-3405-1288,1994-12-04,Pending
1919,Kiran Kulkarni,32,Female,Maharashtra,Mumbai,"House 330, Shivaji Nagar, Mumbai, Maharashtra - 440001",4139-2153-1048,1994-03-20,Pending
1394,Karan Yadava,73,Male,Maharashtra,Pune,"House 148, Laxmi Colony, Mumbai, Maharashtra - 400001",2185-4024-5013,1953-02-01,Pending
1231,Anjali Moray,51,Female,Maharashtra,Ratnagiri,"House 274, Tilak Nagar, Nagpur, Maharashtra - 400001",5372-2670-3081,1975-05-15,Pending
2191,Snea Kulkarnee,46,Male,Maharashtra,Ratnagiri,"House 291, Gandhi Chowk, Mumbai, Maharashtra - 440001",2294-1871-6983,1980-08-20,Pending
2831,Anjali Josi,73,Female,Maharashtra,Pune,"House 468, Station Road, Nagpur, Maharashtra - 440001",2978-4658-5053,1953-10-12,Pending
2676,Ameet Joshi,25,Male,Maharashtra,Pune,"House 61, Laxmi Colony, Mumbai, Maharashtra - 440001",5154-4010-8284,2001-05-05,Pending
2021,Amit Sarma,78,Male,Maharashtra,Mumbai,"House 56, MG Road, Mumbai, Maharashtra - 422001",7491-6847-8959,1948-02-19,Pending
2754,Snea Joshy,72,Male,Maharashtra,Nagpur,"House 79, Station Road, Nagpur, Maharashtra - 440001",4911-6603-9322,1954-09-24,Pending
1038,Raahul Moore,53,Male,Maharashtra,Ratnagiri,"House 40, Shivaji Nagar, Mumbai, Maharashtra - 411001",1638-2974-5845,1973-04-26,Pending
1994,Anjli Kulkarni,26,Female,Maharashtra,Mumbai,"House 371, MG Road, Nashik, Maharashtra - 440001",7424-6958-8407,2000-06-11,Pending
2930,Amit Sharma,80,Female,Maharashtra,Mumbai,"House 490, Tilak Nagar, Mumbai, Maharashtra - 400001",3391-2864-9659,1946-09-10,Pending
2586,Anjali Patill,24,Female,Maharashtra,Nagpur,"House 259, MG Road, Mumbai, Maharashtra - 422001",6391-7969-4534,2002-08-03,Pending
1299,Snehaa Moore,38,Female,Maharashtra,Nagpur,"House 1, Gandhi Chowk, Nashik, Maharashtra - 400001",1324-4684-1533,1988-11-20,Pending
2313,Karran Yadav,40,Male,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",9013-9046-5536,1986-03-09,Pending
1268,Anjli Sarma,43,Male,Maharashtra,Ratnagiri,"House 318, Laxmi Colony, Mumbai, Maharashtra - 400001",1704-2629-7912,1983-09-05,Pending
2163,Kiran Patill,28,Male,Maharashtra,Pune,"House 338, Station Road, Nagpur, Maharashtra - 411001",4551-1482-6659,1998-04-10,Pending
2039,Pooja Josi,73,Male,Maharashtra,Ratnagiri,"House 254, Tilak Nagar, Mumbai, Maharashtra - 422001",7246-2624-6728,1953-11-10,Pending
2548,Ameet Joshi,79,Female,Maharashtra,Pune,"House 389, Laxmi Colony, Nagpur, Maharashtra - 440001",4989-6979-7648,1947-03-15,Pending
2838,Amit Yadava,77,Male,Maharashtra,Ratnagiri,"House 208, Station Road, Mumbai, Maharashtra - 411001",4204-3730-7480,1949-04-19,Pending
2574,Rohul Kulkarni,31,Female,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5613-4392-8160,1995-04-17,Pending
2840,Karran Sarma,26,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",7266-1599-6039,2000-08-10,Pending
2919,Rahul Pateel,58,Male,Maharashtra,Nagpur,"House 70, Gandhi Chowk, Nashik, Maharashtra - 411001",8363-5021-7918,1968-03-12,Pending
1282,Sneha Sharma,72,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2399-8185-8537,1954-10-27,Pending
3026,,150,Female,Maharashtra,Mumbai,"House 460, Tilak Nagar, Mumbai, Maharashtra - 422001",2563-4342-3063,1970-07-07,Pending
1673,Ameet Pateel,38,Female,Maharashtra,Pune,"House 216, Shivaji Nagar, Nashik, Maharashtra - 400001",7683-4181-5440,1988-09-05,Pending
1437,Anjaly Patil,52,Female,Maharashtra,Pune,"House 295, Station Road, Nagpur, Maharashtra - 422001",8683-3940-4295,1974-09-15,Pending
2596,Anjali Yadava,33,Male,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",8209-8310-4860,1993-07-24,Pending
1178,Anjaly More,65,Male,Maharashtra,Ratnagiri,"House 370, MG Road, Pune, Maharashtra - 400001",8906-8207-3243,1961-09-16,Pending
2006,Anjaly Yadav,47,Female,Maharashtra,Pune,"House 260, Tilak Nagar, Pune, Maharashtra - 440001",7587-2202-6354,1979-07-23,Pending
3062,unknown,0,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",7169-8816-8908,1968-07-02,Pending
3059,SNEA KULKARNEE,61,Male,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",4342-6910-8437,1965-05-08,Pending
1007,Poojaa Yadava,46,Male,Maharashtra,Ratnagiri,"House 61, Tilak Nagar, Nashik, Maharashtra - 422001",6598-6189-7643,1980-10-05,Pending
1333,Ameet Josi,30,Female,Maharashtra,Ratnagiri,"House 33, Station Road, Mumbai, Maharashtra - 400001",6953-8801-6079,1996-10-03,Pending
2092,Rahul Kulkarnee,69,Female,Maharashtra,Nagpur,"House 498, Tilak Nagar, Mumbai, Maharashtra - 411001",2980-5656-1249,1957-10-20,Pending
1014,Poojaa Yadava,77,Female,Maharashtra,Ratnagiri,"House 141, Station Road, Mumbai, Maharashtra - 411001",3496-6651-5334,1949-12-09,Pending
1967,Anjli Sharmma,23,Male,Maharashtra,Ratnagiri,"House 419, Tilak Nagar, Nagpur, Maharashtra - 422001",4503-4520-5007,2003-08-07,Pending
2566,Pooja Sarma,32,Male,Maharashtra,Mumbai,"House 341, MG Road, Nagpur, Maharashtra - 422001",5859-2943-9066,1994-02-28,Pending
3031,,0,Female,Maharashtra,Nagpur,"House 20, Gandhi Chowk, Mumbai, Maharashtra - 440001",2218-1799-1834,1965-10-25,Pending
2986,aaaa,-5,Male,Maharashtra,Nagpur,"House 375, Shivaji Nagar, Mumbai, Maharashtra - 422001",4395-4130-3672,1983-04-22,Pending
3107,,-5,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2072-5649-3917,1963-06-07,Pending
2089,Ameet More,24,Female,Maharashtra,Ratnagiri,"House 288, Gandhi Chowk, Pune, Maharashtra - 400001",3273-7429-8658,2002-05-25,Pending
1353,Anjaly Pateel,21,Male,Maharashtra,Ratnagiri,"House 404, Station Road, Nashik, Maharashtra - 411001",5610-1532-2479,2005-08-22,Pending
1566,Snehaa Sarma,69,Male,Maharashtra,Nagpur,"House 171, MG Road, Nashik, Maharashtra - 440001",8355-5979-6627,1957-07-15,Pending
2553,Rahul Sharmma,61,Male,Maharashtra,Mumbai,"House 99, Station Road, Nagpur, Maharashtra - 422001",9259-1020-4040,1965-04-14,Pending
1439,Rohul Kulkarni,62,Male,Maharashtra,Nagpur,"House 47, Laxmi Colony, Pune, Maharashtra - 400001",4691-3706-2061,1964-05-14,Pending
2662,Snehaa Joshi,19,Male,Maharashtra,Nagpur,"House 217, Tilak Nagar, Pune, Maharashtra - 422001",2715-8981-4355,2007-06-23,Pending
2810,Ameet Yadava,74,Female,Maharashtra,Ratnagiri,"House 146, Tilak Nagar, Mumbai, Maharashtra - 400001",1282-6656-1220,1952-06-13,Pending
3111,kiran patil,62,Female,Maharashtra,Nagpur,"House 373, Gandhi Chowk, Nashik, Maharashtra - 400001",8219-2281-2157,1964-07-20,Pending
2142,Rahul Patil,34,Female,Maharashtra,Mumbai,"House 77, Station Road, Pune, Maharashtra - 411001",1318-4076-9551,1992-05-11,Pending
